"","GN","filter_all_group","route_djev_1_1","route_djev_1_2","route_djev_2_1","route_djev_2_2","route_djev_3_1","route_djev_3_2","skill_avi","skill_ski","skill_avi_3l","skill_ski_3l","skill_avi_numeric","skill_ski_numeric","soc_6_1","soc_6_2","soc_6_3","soc_6_4","soc_6_3_reversed_NEW","soc_6_4_reversed_NEW","soc_6_5","soc_6_6","soc_total","g_dynamics","g_trust_1","g_confidence_1","age","bc_years_4","bc_days","birthy","sex","area_days","No","filter_full_group","Num","RecordedDate","goal_11_TEXT","GOAL_0","GOAL_A","GOAL_B","GOAL_C","GOAL_D","GOAL_E","GOAL_F","StartDate","EndDate","Status","Progress","Duration__in_seconds_","group_nr","Finished","Day","Day_coded","n_people","firstime","Version","gear","g_leader","g_leader_you","goal_12","goal_1","goal_2","goal_3","goal_4","goal_5","goal_6","goal_7","goal_8","goal_9","goal_10","goal_11","goal_11_presence","goal_num","forecast","ates","mountain_1","mountain_2","mountain_3","route_skit_1_1","route_skit_1_2","route_skit_2_1","route_skit_2_2","route_skit_3_1","route_skit_3_2","route_skit_4_1","route_skit_4_2","n_trips_skit","n_trips_dje","TotalTotal","route_stor_1_2","route_stor_2_1","route_stor_2_2","route_stor_3_1","route_stor_3_2","route_stor_4_1","route_stor_4_2","route_stor_5_1","route_stor_5_2","route_stor_6_1","route_stor_6_2","n_trips_stor","aviprob_exp_10","aviprob_exp_1","aviprob_exp_2","aviprob_exp_3","aviprob_exp_4","aviprob_exp_5","aviprob_exp_6","aviprob_exp_7","aviprob_exp_8","aviprob_exp_9","factor_plan_99","factor_plan_1","factor_plan_2","factor_plan_3","factor_plan_4","factor_plan_5","factor_plan_6","factor_plan_7","factor_plan_8","factor_plan_9","factor_plan_10","factor_plan_11","factor_plan_12","factor_plan_13","factor_plan_14","factor_plan_15","factor_plan_16","factor_plan_17","factor_plan_18","factor_plan_19","factor_plan_20","factor_plan_21","factor_plan_22","factor_freq_dic","factor_freq_1","factor_freq_2","factor_freq_3","factor_freq_4","factor_freq_5","factor_freq_6","factor_freq_7","factor_freq_8","factor_freq_9","factor_freq_10","factor_freq_11","factor_freq_12","factor_freq_13","factor_freq_14","factor_freq_15","factor_freq_16","factor_freq_17","factor_freq_18","factor_freq_19","factor_freq_20","factor_freq_21","factor_freq_22","factor_freq_23","dp_dic","s_t_g_dm_1","s_t_g_dm_2","s_t_g_dm_3","mapphoto","multi_mountains","dpoint_map_skit_1_x","dpoint_map_skit_1_y","dpoint_photo_skit_1_x","dpoint_photo_skit_1_y","dpoint_map_djev_1_x","dpoint_map_djev_1_y","dpoint_photo_djev_1_x","dpoint_photo_djev_1_y","dpoint_map_stor_1_x","dpoint_map_stor_1_y","dpoint_photo_stor_1_x","dpoint_photo_stor_1_y","decision","aviprob_dm_99","aviprob_dm_98","aviprob_dm_9","aviprob_dm_1","aviprob_dm_2","aviprob_dm_3","aviprob_dm_4","aviprob_dm_5","aviprob_dm_6","aviprob_dm_7","factor_detail_4","factor_detail_5","factor_detail_6","factor_detail_7","factor_detail_8","factor_detail_9","factor_detail_10","factor_detail_11","factor_detail_12","factor_detail_13","factor_detail_14","factor_detail_15","factor_detail_16","factor_detail_17","factor_detail_18","factor_detail_19","factor_detail_20","factor_detail_21","factor_detail_22","factor_detail_23","factor_detail_24","factor_detail_25","factor_detail_26","social_identification","social_leadership","social_organization","social_communication","social_anomaly","social_skill","social_totality","group_social_mean","social_binary","aviprob_exp_number","aviprob_dm_number","factor_detail_number","skier_number","group_number_size","skier_correct_number","skier_incorrect_number","skier_identified_number","skier_possible_number","number_gold_prob","number_gold_non_prob"
"135","D4",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Strongly agree","Strongly agree","Strongly agree","Disagree",2,5,"Strongly agree","Strongly agree",25,"Extremely positive","5","7",25,"14","30_duplicated_329","1997","Female","More than two weeks",17,1,17,13867677162,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867657975,13867659370,"Offline",100,1395,"                                        ","True","March 26th",1,"2","Yes",1,"Yes",NA,NA,"0","0","0","0","Social focus","Skiing focus (finding the best possible skiing)","Nice view","Focus on nature experience","0","0","0","0",NA,4,"Yes","2 - Challenging","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","Descent","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"0","0","0","0","New snow (slab)","Wind-drifted snow","Persistent weak layer","0","0","0","0","Avalanche activity","Wumpf(s) and/or Crack(s)","0","Amount of new snow","Wind loading","Wind speed","Rain","Temp. trend","Temp. last 24h or 72h","Solar radiation","Wind formations","0","How snow feels when moving on skis","Informal tests (e.g., ski cuts, cornice stomping, hand shear)","0","0","0","Hardness difference between layers","Weak layer thickness","0","Test score from stability test(s)","Hardness of underlying snow","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Snow factors","Terrain factors","Group management factors","I prefer to use a photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,151,"To ascend the slope","0","0","0","0","New snow (slab)","Wind-drifted snow","Persistent weak layer","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,33,32,"high",3,3,0,2,"small",1,0,3,2,2,2
"136","D5",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Strongly agree","Strongly agree","Strongly agree","Agree",2,3,"Strongly agree","Strongly agree",23,"Extremely positive","5","7",23,"-99","15_duplicated_314","1999","Male","More than two weeks",29,1,29,13867680646,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867659178,13867665878,"Offline",100,6700,"                                        ","True","March 26th",1,"3","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","0","0","0","0","0","0","0","0",NA,1,"No - but someone else in the group did","3 - Complex","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","Descent","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"0","0","0","0","0","Wind-drifted snow","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Wind formations","0","0","0","0","0","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","0","Terrain factors","0","I prefer to use a map",NA,NA,NA,NA,NA,NA,NA,NA,NA,397,416,NA,NA,"Started to descend but went back up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,35,32.6666666666667,"high",1,0,0,3,"large",0,0,0,0,2,2
"137","D5",1,NA,NA,NA,NA,NA,NA,"1. Beginner","3. Basic skills",1,2,1,3,"Strongly agree","Strongly agree","Strongly disagree","Strongly agree",6,2,"Agree","Strongly agree",25,"Extremely positive","5","7",23,"2","2","1999","Male","2-4 days",35,1,35,13867680716,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867659039,13867666213,"Offline",100,7174,"                                        ","True","March 26th",1,"3","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","Social focus","Skiing focus (finding the best possible skiing)","Nice view","Focus on nature experience","Course/learning","Workout","0","0",NA,7,"Yes","2 - Challenging","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","Descent","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"0","0","No distinct avalanche problem","0","0","0","0","0","0","0","I don't know","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Snow factors","0","0","I prefer to use a photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,152,"Started to ascend but turned around","I am not familiar with this concept","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,2,6,31,32.6666666666667,"high",1,0,0,3,"large",0,0,0,0,2,2
"138","D5",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Strongly agree","Strongly agree","Disagree","Agree",5,3,"Strongly agree","Strongly agree",26,"Somewhat positive","5","7",23,"14","20","1999","Male","More than two weeks",46,1,46,13867680793,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867659082,13867665991,"Offline",100,6909,"                                        ","True","March 26th",1,"3","Yes",1,"Yes",NA,NA,"0","0","0","0","0","Skiing focus (finding the best possible skiing)","0","Focus on nature experience","0","0","0","0",NA,2,"Yes","2 - Challenging","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","Descent","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"0","0","0","New snow (loose)","New snow (slab)","0","0","0","0","0","0","0","0","0","Amount of new snow","Wind loading","0","0","0","0","0","Wind formations","0","0","0","Slab hardness","0","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,3,5,32,32.6666666666667,"high",2,0,0,3,"large",0,0,0,0,2,2
"139","D7",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","5. Advanced skills",2,3,4,5,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",NA,NA,"Strongly agree","Strongly agree",22,"Extremely positive","5","7",59,"-99","40","1963","Male","More than two weeks",66,1,66,13867759241,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867737941,13867739272,"Offline",100,1331,"                                        ","True","March 27th",2,"2","Yes",1,"Yes",NA,NA,"0","0","0","0","Social focus","0","0","0","0","0","0","0",NA,1,"Yes","1 - Simple","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","Descent","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"0","0","No distinct avalanche problem","0","0","0","0","0","0","0","0","0","0","0","0","0","Wind speed","0","0","Temp. last 24h or 72h","Solar radiation","Wind formations","0","0","0","0","0","0","0","0","0","0","Hardness of underlying snow","Yes",NA,NA,NA,NA,NA,NA,"At start of trip",NA,NA,"At start of trip","At start of trip","At start of trip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At start of trip","Yes","Snow factors","Terrain factors","0","I prefer to use a photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,"To ascend the slope","0","I did not assess avalanche problem(s)","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,36,35,"high",1,0,0,2,"small",0,0,0,0,2,2
"140","D7",1,NA,NA,NA,NA,NA,NA,"1. Beginner","1. Beginner",1,1,1,1,"Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree",NA,NA,"Strongly agree","Strongly agree",24,"Extremely positive","5","7",55,"4","3","1967","Female","This is the first day",92,1,92,13867759621,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13867738236,13867739094,"Offline",100,858,"                                        ","True","March 27th",2,"2","Yes",1,"Yes",NA,NA,"0","0","Specific peak","0","0","0","0","0","0","0","0","0",NA,1,"No","1 - Simple","3",NA,"Stortsteinnestind area (including Rambo/Ragg/884)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascent","Descent","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99",NA,"0","I don´t know","0","0","0","0","0","0","0","0","0","0","0","0","0","Wind loading","Wind speed","0","0","0","0","Wind formations","0","0","0","0","0","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","0","Terrain factors","0","I prefer to use a photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,"To refrain from ascending and descending the slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,4,6,34,35,"high",0,0,0,2,"small",0,0,0,0,2,2
"141","G1",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Agree","Agree","Strongly disagree","Disagree",NA,NA,"Neither agree nor disagree","Neither agree nor disagree",23,"Somewhat positive","3","5",23,"3","50_duplicated_349","1999","Female","More than two weeks",252,1,252,13868453865,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13868428146,13868428942,"Offline",100,795,"                                        ","True","April 4th",6,"5","Yes",2,"Yes","No",NA,"0","0","Specific peak","0","Social focus","Skiing focus (finding the best possible skiing)","0","Focus on nature experience","0","0","0","0",NA,4,"Yes","1 - Simple","Skittentind","0","0","Ascent","Descent","-99","-99","-99","-99","-99","-99","2 - 3 times",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","Wind-drifted snow","Persistent weak layer","0","Wet snow (slab)","0","0","Avalanche activity","Wumpf(s) and/or Crack(s)","0","0","Wind loading","0","0","Temp. trend","0","Solar radiation","0","0","0","0","Slab hardness","0","Weak layer grain type","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,2,3,23,26.8,"low",3,0,0,5,"large",0,0,0,0,1,3
"142","G1",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Agree","Agree","Disagree","Disagree",NA,NA,"Agree","Agree",24,"Extremely positive","5","7",22,"4","30_duplicated_329","2000","Female","More than two weeks",255,1,255,13868453975,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13868428070,13868428856,"Offline",100,786,"                                        ","True","April 4th",6,"5","Yes",2,"Yes","Yes, an informal leader",NA,"0","0","Specific peak","0","Social focus","0","Nice view","Focus on nature experience","0","0","0","0",NA,4,"Yes","-99","Skittentind","0","0","Ascent","Descent","-99","-99","-99","-99","-99","-99","Once",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","Persistent weak layer","0","0","0","0","0","0","0","0","0","0","0","0","0","Solar radiation","0","0","0","0","0","0","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,3,26,26.8,"low",1,0,0,5,"large",0,0,0,0,1,3
"143","G1",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","3. Basic skills",2,2,4,4,"Strongly agree","Strongly agree","Disagree","Agree",NA,NA,"Agree","Agree",24,"Somewhat positive","4","6",23,"17","25","1999","Male","More than two weeks",258,1,258,13868454162,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13868428156,13868428485,"Offline",100,328,"                                        ","True","April 4th",6,"5","No",2,"Yes","No",NA,"0","0","Specific peak","0","0","0","0","0","0","0","0","0",NA,1,"Yes","1 - Simple","Skittentind","0","0","Ascent","Descent","-99","-99","-99","-99","-99","-99","More than 10 times",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","Wet snow (loose)","0","0","0","0","Wumpf(s) and/or Crack(s)","0","0","0","0","0","Temp. trend","0","Solar radiation","0","0","0","Informal tests (e.g., ski cuts, cornice stomping, hand shear)","0","0","0","0","0","0","0","0","Yes",NA,NA,"Continuous",NA,NA,NA,NA,NA,"Targeted areas",NA,"Targeted areas",NA,NA,NA,"A handful of times",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,3,5,30,26.8,"low",1,0,0,5,"large",0,0,0,0,1,3
"144","G1",1,NA,NA,NA,NA,NA,NA,"5. Advanced skills","5. Advanced skills",3,3,5,5,"Strongly agree","Agree","Disagree","Disagree",NA,NA,"Agree","Agree",25,"Extremely positive","4","7",21,"7","50_duplicated_349","2001","Male","More than two weeks",263,1,263,13868454380,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13868428051,13868428883,"Offline",100,831,"                                        ","True","April 4th",6,"5","Yes",2,"Yes","Yes, an informal leader",NA,"0","0","Specific peak","Specific run","Social focus","0","Nice view","0","0","0","0","0",NA,4,"Yes","-99","Skittentind","0","0","Ascent","Descent","-99","-99","-99","-99","-99","-99","-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","Wet snow (loose)","0","0","0","Avalanche activity","Wumpf(s) and/or Crack(s)","0","0","Wind loading","0","0","0","Temp. last 24h or 72h","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes",NA,"Before trip","-99",NA,NA,"-99",NA,NA,NA,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Snow factors","0","0","-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To refrain from ascending and descending the slope","0","0","0","0","0","0","Persistent weak layer","0","0","0","0","Avalanche activity (or lack of activity)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,3,3,27,26.8,"low",1,1,1,5,"large",1,0,1,0,1,3
"145","G1",1,NA,NA,NA,NA,NA,NA,"4. Moderate to advanced skills","4. Moderate to advanced skills",2,2,4,4,"Strongly agree","Strongly agree","Strongly disagree","Disagree",NA,NA,"Agree","Strongly agree",28,"Extremely positive","4","6",23,"6","30_duplicated_329","1999","Female","More than two weeks",266,1,266,13868454462,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13868428202,13868429168,"Offline",100,966,"                                        ","True","April 4th",6,"5","Yes",2,"Yes","No",NA,"0","0","Specific peak","0","Social focus","0","Nice view","Focus on nature experience","0","0","0","0",NA,4,"Yes","2 - Challenging","Skittentind","0","0","Ascent","Descent","-99","-99","-99","-99","-99","-99","2 - 3 times",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","Persistent weak layer","Wet snow (loose)","0","0","0","Avalanche activity","Wumpf(s) and/or Crack(s)","Drum-like-sounds","0","0","0","0","0","0","Solar radiation","0","0","0","Informal tests (e.g., ski cuts, cornice stomping, hand shear)","0","0","0","0","0","Grain size in weak layer","Test score from stability test(s)","0","Yes",NA,"Continuous","Targeted areas","Targeted areas",NA,NA,NA,NA,NA,NA,"Continuous",NA,NA,NA,"Targeted areas",NA,NA,NA,NA,NA,"A handful of times","A handful of times",NA,"Yes","Snow factors","0","0","I prefer to use a map",NA,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To ascend the slope","0","0","0","0","0","0","Persistent weak layer","0","0","0","None","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,6,6,5,6,2,3,28,26.8,"low",2,1,0,5,"large",1,0,1,0,1,3
"146","G2",1,NA,NA,NA,NA,NA,NA,"3. Basic skills","2. Limited skills",2,1,3,2,"Strongly agree","Strongly agree","Disagree","Agree",NA,NA,"Agree","Agree",24,"Somewhat positive","3","7",134,"7","25_duplicated_324","1888","Female","Up to two weeks",253,1,253,13868453865,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13868428955,13868432201,"Offline",100,3246,"                                        ","True","April 4th",6,"4","Yes",2,"Yes","No",NA,"0","0","Specific peak","0","0","Skiing focus (finding the best possible skiing)","Nice view","Focus on nature experience","0","0","0","0",NA,4,"Yes","I am not familiar with this concept","Skittentind","0","0","Ascent","0","-99","-99","-99","-99","0","Descent","None - This was my first time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Wet snow (slab)","0","0","Avalanche activity","0","0","0","0","0","0","0","0","0","0","0","How snow feels when moving on skis","0","Slab hardness","0","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Snow factors","0","0","I prefer to use a map",NA,396,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To descend the slope","0","0","There was no distinct avalanche problem","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"How snow feels when moving on skis",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,3,5,30,29.25,"high",1,0,1,4,"large",0,0,0,0,1,3
"147","G2",1,NA,NA,NA,NA,NA,NA,"5. Advanced skills","5. Advanced skills",3,3,5,5,"Agree","Agree","Agree","Neither agree nor disagree",NA,NA,"Agree","Neither agree nor disagree",20,"Somewhat positive","4","6",40,"18","25_duplicated_324","1982","Male","Up to two weeks",256,1,256,13868453976,"-99                                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                            ",13868428862,13868432126,"Offline",100,3264,"                                        ","True","April 4th",6,"4","Yes",2,"Yes","Yes, an informal leader",NA,"0","0","0","0","0","Skiing focus (finding the best possible skiing)","Nice view","Focus on nature experience","0","0","0","0",NA,3,"Yes","2 - Challenging","Skittentind","0","0","Ascent","0","-99","-99","-99","-99","0","Descent","Once",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","Wet snow (loose)","0","0","0","Avalanche activity","0","0","Amount of new snow","0","0","0","0","0","Solar radiation","Wind formations","0","0","0","0","0","0","0","0","0","0","0","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Snow factors","0","0","I prefer to use a map",NA,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To descend the slope","0","0","0","0","New snow (slab)","0","0","0","0","0","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,5,5,5,4,5,4,28,29.25,"high",1,1,0,4,"large",0,1,1,0,1,3
